lat,lon
43.0881924,-77.6692637
43.0881122,-77.6692617
43.0880444,-77.6692598
43.0879864,-77.6692593
43.0870834,-77.6692489
43.0867539,-77.66924
43.086692,-77.6692383
43.0865822,-77.6692312
